बश	bs
हसी	hasi
तो	to
पति	pati
और	aur
अगर	agar
नहीं	nhi
हसी	hasi
तो	to
ये	ye
लकि	ldki
एक	ek
दिन	din
मेरे	mere
से	se
क्या	kya
मिली	mili
ये	ye
तो	to
पागल	pgl
हो	ho
ग्याय़ि	gyi
बन	ban
जा	jaa
और	aur
उस	usse
धुन्द	dhund
वो	wo
परी	pari
वो	wo
अप्सरा	apsara
दिलनशीन	dilnasheen
दिलचुरा	dilchura
को	kho
घड़ी	gai
ये	ye
किय़ा	ky
हो	ho
गया	gya
अबी	abi
तक	tk
के	ke
गा	ga
रहा	raha
था	tha
अब	ab
ये	ye
कहा	kaha
जाए	jae
हम	hm
शरीफ	shareef
से	se
सीधे	seedhe
ए	ae
बच्चे	bacche
जब	jab
की	ki
उसने	usne
कर	kar
ली	li
कमीने	kameene
लड़कों	ladko
को	ko
कोई	koi
फ़र्क	fark
नी	ni
पड़ता	padta
एक	ek
किस	kiss
दो	do
से	se
नी	ni
मिलती	milti
क्या	kya
लोगों	logo
को	ko
दुसरो	dusro
की	ki
उनकी	unki
इतना	itna
क्यू	kyu
होता	hota
ही	he
जो	jo
में	me
रहते	rhte
ह	h
का	ka
खाते	khate
ह	h
फिर	fir
ब	b
नहीं	nhi
ह	h
कितना	kitna
प्याय़ार	pyr
करने	krne
वाला	wala
काश	kash
मुझे	mjhe
मिल	mil
जाए	jae
वबहत	bhot
आच्छा	acha
लो	lo
अपने	apne
अपने	apne
क	k
करते	krte
ह	h
ये	ye
वबहत	bhot
मस्त	mast
ह	h
जान	jan
के	ke
दुख	dukh
हुआ	hua
तेरी	teri
तकलिफो	taklifo
की	ki
लम्बी	lambi
है	hai
गलतफ्याहमि	galatfahmi
ह	h
मैं	main
पर	pr
खादे	khade
होके	hoke
ही	hi
दोनों	dono
करता	krta
हू	hu
साले	saale
सीधे	seedhe
पाओ	pdaao
और	aur
वबजे	bje
करदो	krdo
अब	ab
तो	toh
वबजे	bje
तक	tak
ला	lag
जाती	jati
है	hai
फालतु	faaltu
की	ki
मेरी	meri
बि	bi
कुछ	kuchh
ऐसे	aise
ही	hi
थी	thi
बीटी	bt
हमें	hame
कम	kam
हुआ	hua
था	tha
साथ	sath
इय़ार	yr
शरीफ	shareef
लड़की	ladki
की	ki
तेज	tez
तारार	taraar
से	se
नही	nahi
कर	kar
पाई	payi
यह	yaha
तो	to
भी	bhi
ऐसी	aisi
मान्ति	maanti
है	hai
कहो	khud
को	ko
जैसे	jaise
बस	bus
घर	ghar
से	se
निकलने	nikalne
की	ki
देर	deir
ह	h
वाले	wale
तैयार	taiyaar
है	hai
उस	use
लेने	lene
क	k
लिए	liye
और	aur
बची	bachi
वो	wo
तो	to
में	mein
करती	krti
है	hai
मेरी	meri
उसे	ussey
हुई	hui
थी	thi
सा	saal
तक	tak
चली	chali
वबहत	bht
अच्छे	ache
बन	ban
गये	gaye
थे	the
हम	hum
वो	wo
जड़ा	jada
नही	nahi
आती	aati
थी	thi
जब	jab
भी	bhi
आती	aati
थी	thi
तो	to
मै	mai
तक	tak
करता	krta
था	tha
एक	ek
दूसरे	dusre
से	se
ओय़ागेरा	wagera
करने	krne
लगे	lage
मेरे	mere
क	k
क	k
क	k
दिन	din
उसने	usne
मुझे	muje
मेरा	mera
माँगा	manga
हमने	humne
किए	kiye
क	k
दिन	din
उसका	uska
आया	aaya
हमने	humne
बात	baat
करना	krna
शुरू	shuru
किया	kiya
वबहत	bht
सी	si
प्यारी	pyari
बात	baate
हसी	hasi
मजाक	majak
एक	ek
दूसरे	dusre
की	ki
करना	krna
तक	tak
किया	kiya
हम	hum
तब	tab
तक	tk
बन	ban
चुके	chuke
फिर	fir
एक	ek
दिन	din
हमने	humne
मिले	mile
क्या	kya
किया	kiya
फिर	phr
हम	hum
पेहलि	paili
बार	bar
मिले	mile
वो	wo
दिन	din
मेरा	mera
था	tha
ऐसे	aise
ही	hi
बार	bar
मिले	mile
रात	raat
को	ko
घण्टा	ghanta
बात	baate
कटते	kte
ऐसा	aisa
वबहत	bht
दिन	din
चला	chala
पता	pata
नई	nai
मुझे	muje
वो	wo
वबहत	bht
अच्छी	achi
लगने	lagne
लगी	lagi
हमेशा	hamesha
उसके	uske
बारे	bare
सोचने	sochne
लगा	laga
था	tha
वो	wo
भी	bhi
मुझे	muje
वबहत	bht
करती	krti
थी	thi
करती	krti
थी	thi
डडात्ति	daatti
थी	thi
जगति	zagadti
थी	thi
मुझे	muje
उसे	ussey
प्यार	pyar
हो	ho
गया	gya
था	tha
फिर	phr
एक	ek
दिन	din
मैंने	maine
उसे	usey
किया	kiya
तो	to
उसने	usne
ये	ye
बोला	bola
क	k
उसके	uske
पेहले	paile
ने	ne
उसे	usey
किय़ा	kia
था	tha
सो	so
उसे	usey
प्यार	pyar
में	me
नहीं	nhi
ह	h
मैंने	maine
उसे	usey
वबहत	bht
किया	kiya
वो	wo
नई	nai
मानी	mani
वो	wo
कह	keh
रहि	rhi
थी	thi
क	k
हम	hum
ह	h
मै	mai
तुम्हारे	tumhare
बारे	bare
में	me
ऐसा	aisa
नही	nahi
सोचती	sochti
बीटी	bt
मै	mai
उसे	usey
वबहत	bht
करता	krta
हू	hu
धीरे	dhire
धीरे	dhire
बात	baate
कम	kam
होने	hone
लगी	lagi
उसके	uske
आना	aana
बंद	band
हुआ	hua
मै	mai
वबहत	bht
राइने	raine
लगा	laga
था	tha
बीटी	bt
आज	aaj
भी	bhi
वो	wo
मुझसे	mujse
बात	baat
करती	krti
ह	h
काफ़ी	kafi
आच्छा	acha
लगता	lagta
ह	h
उसे	ussey
बात	baat
करता	krta
हू	hu
तो	to
आज	aaj
भी	bhi
वबहत	boht
प्यार	pyar
करता	krta
हू	hu
उसे	usey
अब	ab
फिर	phr
से	se
उसको	usko
अपनी	apni
मन	man
की	ki
वबाताने	batane
से	se
डडरता	drta
हू	hu
अगर	agar
उसने	usne
बात	baat
करना	krna
बंद	band
क्र	kr
दिया	diya
तो	to
जो	jo
थोिसि	thodisi
खुशी	khushi
मुझे	muje
उसे	ussey
बात	baat
करने	krne
से	se
मिलती	milti
ह	h
वो	wo
सब	sab
छीन	chin
जाय़ेगि	jaigi
आज	aaj
भी	bhi
उसकी	uski
देखता	dekhta
रायता	raita
हू	hu
रात	raat
रात	raat
वबाहार	bhr
उसके	uske
बारे	bare
में	me
सोचता	sochta
हू	hu
पता	pata
नही	nahi
क्या	kya
करु	kru
इय़ल्क्या	ylkya
उसे	usey
फिर	phr
से	se
करु	kru
या	ya
बस	bas
उसका	uska
बन	ban
क	k
रहु	rhu
मै	mai
वबश	bs
उसे	usey
खुश	khush
देखा	dekhna
चाहता	chahta
हू	hu
पाता	pta
ह	h
वबहत	bht
लम्बा	lamba
लिखा	likha
ह	h
क्या	kya
करु	kru
थोड़ी	thodi
चाहिए	chahiye
आप	aap
लोगों	logo
से	se
तुम	tum
लोग	log
वबहत	bht
आरे-टेे	aade-tede
करोगे	kroge
चलता	chalta
ह	h
इसे	isse
मुर्ख	murkh
लड़की	ladki
मैने	mene
आज	aj
तक	tak
नी	ni
देखी	dekhi
उसके	uske
कहने	kehne
अब	ab
वो	wo
गलियाँ	galiya
देराहा	deraha
तो	to
एक	ek
और	aur
तब	tab
ये	ye
थोि	thdi
पाइ	pdhai
जानी	jani
चाहिय़े	chahiy
सवबको	sbko
सारी	sari
होनि	hni
चाहिय़े	chahiy
अगर	agr
सवब	sb
या	ya
ही	hi
होङ्गे	hnge
तो	to
कन	kn
लिखेगा	likhega
और	aur
मेरे	mere
दोनों	dono
भुलने	bhulne
में	me
एक	ek
जैसे	jaise
ह	h
वो	wo
बार	bar
बार	bar
मेरी	meri
गलतियों	galtiyo
को	ko
और	aur
म	m
उनकी	unki
माफि	mafi
को	ko
मेरी	meri
ने	ne
बोला	bola
ह	h
क	k
अगर	agr
मेरे	mere
ओर	or
किसी	kisi
लड़की	ladki
का	ka
या	ya
आया	aaya
तो	toh
मुझसे	mjhse
क्र	kr
लेगी	legi
तू	tu
गाना	gaana
गा	gaa
हमको	humko
आजकल	aajkal
ह	h
इंतज़ार	intezaar
कोई	koi
आए	aaye
लेके	leke
प्यार	pyar
ये	ye
सोच	soch
पगले	pagle
जब	jab
तेरे	tere
दोस्त	dost
को	ko
पाता	pta
चलेगा	chlega
की	ki
तूने	tune
उसके	uske
लिए	liye
क्या	kya
किया	kiya
ह	h
तब	tab
आवबे	abbe
वालों	waalo
को	ko
तां	tang
मत	mat
करो	karo
पे	pe
इन्होंने	inhone
कल	kal
करना	krna
है	hai
की	ki
कैसा	kiska
ज्यादा	zyada
साफ़	saaf
सुथरा	suthra
है	hai
ये	ye
भी	bhi
जगह	jagah
जगह	jagah
जाके	jaake
बताना	batana
पड़ता	padta
मेरा	mera
साफ़	saaf
मेरा	mera
पँहछे	pohonche
भी	bhi
हैं	hain
ये	ye
लोग	log
तो	toh
कहाँ	kahaan
पे	pe
पर	par
और	aur
अपनी	apni
क	k
बारे	baare
मेंइ	mei
बातें	baatein
क्र	kr
रहे	rhe
हैं	hain
जो	jo
आजकल	aajkal
अपनी	apni
की	ki
बनी	bani
हुई	hui
है	hai
पे	pe
जिनके	jinke
मेंइ	mei
तो	toh
करते	krte
ही	hi
हैं	hain
अब	abb
मेंइ	mei
ब	b
करने	krne
लगे	lage
देखो	dekho
ओर	or
एक	ek
ऐसी	aisi
जहाँ	jahan
को	ko
भी	bhi
दी	di
जाती	jaati
है	hai
जिनके	jinke
खेलते	khelte
हैं	hain
मेंइ	mei
क	k
नाम	naam
पे	pe
अब	abb
होने	hone
लगी	lagi
है	hai
आये	aate
हैं	hain
खेलने	khelne
इन	inn
क	k
बचों	bachon
को	ko
तां	tang
मत	mat
करो	karo
प	p
स	s
क्या	kya
चुथिय़ापा	chutiyapa
है	hai
वबेहनचोद	bhenchod
पूरे	pure
में	me
सिर्फ़	sirf
की	ki
क	k
बारे	bare
में	me
लिखा	likha
है	hai
में	me
क	k
लिए	liye
का	ka
चाहिए	chahiye
क्या	kya
कहना	kehna
चाह	chah
राहा	rha
है	hai
तू	tu
मै	mai
बहुत	bahut
अच्छे	achchhe
से	se
समझ	samajh
राहा	rha
वबश	bs
गलियों	galiyo
क	k
दर	darr
से	se
खुल	khul
क	k
नहीं	nhi
कह	keh
पा	pa
राहा	rha
वबेहनचोद	bhenchod
लेकिन	lekin
अगर	agr
मेरा	mera
नहीं	nhi
है	hai
तो	to
मेरे	mere
लिए	liye
बिल्कुल	bilkul
ब	b
नहीं	nhi
होगा	hoga
प्यार	pyaar
में	me
शर्ते	sharte
नहीं	nhi
होती	hoti
ये	ye
शि	shi
ह	h
कछ	kch
ना	na
मिले	mile
तो	to
कछ	kch
ब	b
पुराना	purana
वबनना	bna
क	k
करदो	krdo
इधर	idhar
चला	chala
म	m
उधार	udhar
जाने	jane
कहा	kaha
म	m
किधार	kidhar
चला	chala
अरे	are
फिसल	fisal
गया	gaya
ये	ye
तूने	tune
क्या	kya
किया	kea
में	me
तो	to
आधे	adhe
को	ko
आते	ate
ह	h
तू	tu
सच	sach
में	me
नहीं	nhi
ह	h
करमचारि-	karmachaari-
आपके	apke
जो	jo
थे	the
वो	wo
बि	bi
खतम	khatam
तुम	tum
बि	bi
जो	jao
पर्देश	pardesh
भाई	bhai
मंदिर	mandir
नी	ni
वबना	baanna
चाहिए	chahiye
लोग	log
उसका	uska
बि	bi
डडाण्डडा	dandha
क्र	kr
देगे	dege
सर	sir
मरने	marne
से	se
अगर	agr
मिल	mil
जाए	jaye
तो	toh
मार	mar
जो	jao
अपने	apne
क	k
म	m
एक	ek
बार	br
पका	paka
सोच	soch
लेना	lena
ओर	or
ये	ye
दोबारा	dobara
नी	ni
मिलेगा	milega
यार	yaar
मेको	meko
तो	to
ला	lag
राहा	rha
ह्याय़इस	hai.is
नेहि	nei
ही	hi
ये	ye
किया	kiya
होगा	hoga
हार	har
में	me
का	ka
एक	ek
सपना	sapna
होता	hota
ह	h
जाके	jake
चलने	chalane
का	ka
अगर	agar
दोनों	dono
मैं	mae
से	se
एक	ek
ब	b
समझदार	smjhdar
हो	ho
तो	to
कुछ	kuch
ब	b
क्र	kr
सकता	skta
है	hai
कुछ	kuch
ज्यादा	zyada
ही	he
क	k
वबारे	barey
मै	mai
आखिर	aakher
मजरा	majra
क्या	kya
है	hai
कही	kahi
पाता	pta
नेहि	nh
कनसा	kaunsa
किधा	kidha
लग	lg
गया	gya
ह	h
मेरी	meri
का	ka
म	m
ब	b
नेहि	nh
आया	aya
म	m
एक	ek
तो	toh
ह	h
यार	yaar
में	mein
आया	aaya
था	tha
तू	tu
अच्छी	achhi
ह	h
वबनवबा	bnwaa
ले	le
इसपे	ispe
कछ	kch
तो	to
लग	lg
कहेंगे	kahenge
लोगों	logo
का	ka
का	kaam
ह	h
कहना	kehna
तू	tu
ध्यन	dhyn
मत	mt
दे	de
उनपे	unpe
यार	yar
ब	b
पेहेने	pehenne
से	se
में	mein
घमने	ghmne
से	se
कोई	koi
नई	nai
वबनता	bnta
ह	h
वो	wo
सवबकुछ	sbkch
उनके	unke
का	ka
ह	h
तू	tu
ये	ye
सोच	soch
की	ki
वो	wo
कार-कापदे	car-kapde
क्या	kya
वो	wo
खुद	khd
क	k
पैसों	paiso
से	se
लेते	lete
होङ्गे	hnge
मार	maar
दुनिय़ा	dunia
की	ki
फकर	fkr
ना	na
क्र	kr
जो	jo
तुझे	tje
खुशी	khushi
दे	de
त्तेरे	tre
को	ko
तू	tu
ओय़ाइ	wai
का	kaam
क्र	kr
सीधा	seedha
सीधा	seedha
बोल	bol
टिक	tik
के	ke
रहना	rehna
ए	ae
तो	to
रेहला	rehla
ज्यादा	zyada
मचा	macha
मत	mat
उसके	uske
बार	baad
रह	rahe
तो	to
सही	sahi
ना	na
रह	rahe
तो	to
ब	b
सही	sahi
आले	aale
अले	ale
अच्छे	ache
गुछा	guchaa
नई	nai
कालटे	kalte
गलती	galti
इन्सान	insaan
से	se
ही	hi
होती	hoti
ह	h
यार	yar
मैंने	maine
सोचा	socha
था	tha
ये	ye
किया	kiya
हैं	hain
तो	to
आयेंगे	ayenge
पर	par
यह	yaha
तो	to
बस	bas
के	ke
बारे	baare
में	mein
ही	hi
हैं	hain
नाम	naam
कर	kar
दे	de
लिख	likh
